game_date,round,region,winning_seed,winner,winning_score,losing_seed,loser,losing_score,overtime
1458273600000,Round of 64,West,11,Northern Iowa,75,6,Texas,72,
1458360000000,Round of 32,East,1,North Carolina,85,9,Providence,66,
1458360000000,Round of 32,East,5,Indiana,73,4,Kentucky,67,
1458360000000,Round of 32,Midwest,1,Virginia,77,9,Butler,69,
1458360000000,Round of 32,Midwest,4,Iowa State,78,12,Arkansas-Little Rock,61,
1458360000000,Round of 32,Midwest,11,Gonzaga,82,3,Utah,59,
1458360000000,Round of 32,South,1,Kansas,73,9,Connecticut,61,
1458360000000,Round of 32,South,3,"Miami, Florida",65,11,Wichita State,57,
1458360000000,Round of 32,West,4,Duke,71,12,Yale,64,
1458446400000,Round of 32,East,6,Notre Dame,76,14,Stephen F. Austin,75,
1458446400000,Round of 32,East,7,Wisconsin,66,2,"Xavier, Ohio",63,
1458446400000,Round of 32,Midwest,10,Syracuse,75,15,Middle Tennessee State,50,
1458446400000,Round of 32,South,2,Villanova,87,7,Iowa,68,
1458446400000,Round of 32,South,5,Maryland,73,13,Hawaii,60,
1458446400000,Round of 32,West,1,Oregon,69,8,"St. Joseph's, Pennsylvania",64,
1458446400000,Round of 32,West,2,Oklahoma,85,10,Virginia Commonwealth,81,
1458446400000,Round of 32,West,3,Texas A&M,92,11,Northern Iowa,88,2 OT
1458792000000,Sweet Sixteen,South,1,Kansas,79,5,Maryland,63,
1458792000000,Sweet Sixteen,South,2,Villanova,92,3,"Miami, Florida",69,
1458792000000,Sweet Sixteen,West,1,Oregon,82,4,Duke,68,
1458792000000,Sweet Sixteen,West,2,Oklahoma,77,3,Texas A&M,63,
1458878400000,Sweet Sixteen,East,1,North Carolina,101,5,Indiana,86,
1458878400000,Sweet Sixteen,East,6,Notre Dame,61,7,Wisconsin,56,
1458878400000,Sweet Sixteen,Midwest,1,Virginia,84,4,Iowa State,71,
1458878400000,Sweet Sixteen,Midwest,10,Syracuse,63,11,Gonzaga,60,
1458964800000,Elite Eight,South,2,Villanova,64,1,Kansas,59,
1458964800000,Elite Eight,West,2,Oklahoma,80,1,Oregon,68,
1459051200000,Elite Eight,East,1,North Carolina,88,6,Notre Dame,74,
1459051200000,Elite Eight,Midwest,10,Syracuse,68,1,Virginia,62,
1459569600000,National Semifinals,,1,North Carolina,83,10,Syracuse,66,
1459569600000,National Semifinals,,2,Villanova,95,2,Oklahoma,51,
1459742400000,National Championship,,2,Villanova,77,1,North Carolina,74,
